,1,2,3,Import/Export_1,Import/Export_2,Import/Export_3
2080,1024.3730060153741,2334.7216407351016,4445.592790600116,3221.746372337284,1687.3902675619836,87.381
2081,986.9831961817649,1668.5846152457589,4984.416066026524,2523.381468561101,1705.9583803284036,87.6015
2082,998.67702,1424.7482999999997,5670.198786000001,2439.096,1710.4350000000002,100.98899999999999
2083,1029.08256,1461.8729999999998,6322.4456085,2239.974,1717.395,158.76
2084,1047.02532,1495.038,6896.821066499999,1977.624,1719.915,265.545
2085,1071.61692,1522.3539,7418.2721445,1814.34,1720.0874999999999,379.4805
2086,1078.58454,1524.7659,7877.8542689999995,1673.958,1716.9044999999999,475.27199999999993
2087,1091.9733,1527.4191,8215.955994,1566.576,1709.2814999999998,552.447
2088,1080.26952,1515.7610999999997,8428.3158105,1535.6219999999998,1682.2215,620.6759999999999
2089,1083.8671800000002,1515.1178999999997,8520.7224735,1611.9840000000002,1656.8565,704.1825
2090,1072.6795200000001,1515.1178999999997,8588.0597805,1727.682,1657.1955,792.0675
2091,1060.73286,1495.9022999999997,8842.255987499999,1721.742,1674.6704999999997,914.5709999999999
2092,1050.44082,1470.9380999999998,8926.414011,1677.5880000000002,1690.986,1047.4379999999999
2093,1085.2637399999999,1485.0282000000002,8935.310940000001,1592.9759999999999,1691.8455,1144.3635
2094,1147.6363271051862,1586.1798727490213,8893.432078811724,1799.6583765640926,1712.6688834275772,1194.7005
2095,1214.566148097694,1772.9803046215745,9057.449381995531,2660.753212120404,1736.3936918769032,1370.5964999999999
2096,1301.825237298823,2015.3047082427138,9129.069092048925,3440.7925686657063,1728.2855634515006,1567.3770000000002
2097,1364.8448172248713,2344.9008583623317,8964.498012187696,3790.009006992337,1705.7728504240972,1634.7555000000002
